text,category,emotion_intensity,sentiment,aggressiveness,sender_identity,language
谁跟你在一起都会被你拖累一辈子,hate_speech,high,negative,high,ex_partner,zh
如果你不帮我，这让我很难过。,guilt_tripping,medium,negative,medium,stranger,zh
每次都是你让我失望，我会觉得你不值得我的信任。,guilt_tripping,medium,negative,low,stranger,zh
你的个人信息我都掌握了，我劝你乖乖听话。,doxxing,high,negative,high,stranger,zh
你难道不明白只顾自己，我会觉得你根本不在乎我。,guilt_tripping,medium,negative,low,stranger,zh
为什么你不考虑我的感受，我会觉得你不值得我的信任。,guilt_tripping,medium,negative,low,stranger,zh
再坚持一下，你不能现在放弃。,pressure,high,positive,none,coach,zh
你的新发型很好看。,none,medium,positive,none,friend,zh
你为什么不接我的电话？,intrusive_speech,high,negative,medium,family,zh
如果你不考虑我的感受，我会觉得你根本不在乎我。,guilt_tripping,medium,negative,low,friend,zh
你是不是误会了什么？,gaslighting,medium,negative,low,friend,zh
难道你不觉得不在乎我，这让我很难过。,guilt_tripping,medium,negative,low,stranger,zh
祝你今天过得愉快。,none,medium,positive,none,friend,zh
这本书非常有趣，你一定会喜欢。,none,medium,positive,none,friend,zh
你要是再拒绝，我就让你为此付出代价。,emotional_blackmail,high,negative,high,partner,zh
每次都是你拒绝我，我会怀疑你是不是故意这样做的。,guilt_tripping,medium,negative,low,stranger,zh
你根本不明白实际情况。,gaslighting,high,negative,high,partner,zh
你再这样，我就让你一辈子都记得这个教训。,emotional_blackmail,high,negative,high,partner,zh
你再不努力就会被淘汰。,pressure,high,negative,medium,partner,zh
如果你走开，我会做出一些你会后悔的事情。,emotional_blackmail,high,negative,high,partner,zh
你要是不听我的，我就让你一辈子都记得这个教训。,emotional_blackmail,high,negative,high,partner,zh
别这么小题大做。,gaslighting,high,negative,high,colleague,zh
你手机里有什么？让我看看。,intrusive_speech,high,negative,high,partner,zh
如果你做不好，就会失去一切。,pressure,high,negative,high,coach,zh
你难道不明白不在乎我，我真的会很伤心。,guilt_tripping,medium,negative,low,friend,zh
下次再这样，我不会客气。,threat,high,negative,high,friend,zh
我已经找到了你的社交账号，我可以随时联系你。,doxxing,high,negative,high,colleague,zh
如果你不考虑我的感受，我真的会很伤心。,guilt_tripping,medium,negative,low,stranger,zh
希望你能度过美好的一天。,none,medium,positive,none,family,zh
你以为你能躲得掉吗，如果你不听话，我就公开这些信息。,doxxing,high,negative,high,online_acquaintance,zh
我知道你的家人住在哪，你再这样，我就让所有人知道。,doxxing,high,negative,high,ex_partner,zh
你这种人只能干些最底层的活儿，别妄想往上,hate_speech,high,negative,high,colleague,zh
你不能辜负大家的期待。,pressure,medium,negative,medium,teacher,zh
你总是拒绝我，我会怀疑你是不是故意这样做的。,guilt_tripping,medium,negative,low,ex_partner,zh
你在和谁聊天？,intrusive_speech,high,negative,low,stranger,zh
这种事情根本不值得生气。,gaslighting,medium,negative,medium,friend,zh
你走路的样子真性感。,sexual_harassment,high,positive,medium,colleague,zh
每次都是你只顾自己，我可能再也不会信任你了。,guilt_tripping,medium,negative,medium,friend,zh
别再出现在我面前，不然我会动手。,threat,high,negative,high,colleague,zh
告诉我你所有的社交账号。,intrusive_speech,high,negative,high,friend,zh
你真的不在乎我，我会觉得你根本不在乎我。,guilt_tripping,medium,negative,low,stranger,zh
你真是个有趣的人。,none,high,positive,none,colleague,zh
我们可以一起做些私密的事情。,sexual_harassment,high,positive,medium,colleague,zh
要是你不考虑我的感受，我可能再也不会信任你了。,guilt_tripping,medium,negative,low,friend,zh
这都是你的错。,gaslighting,high,negative,high,boss,zh
要是你不考虑我的感受，我会觉得你不值得我的信任。,guilt_tripping,medium,negative,low,friend,zh
你在和谁聊天？,intrusive_speech,low,negative,low,family,zh
再坚持一下，你不能现在放弃。,pressure,high,negative,none,parent,zh
你要是不听我的话，我真的会很伤心。,guilt_tripping,medium,negative,low,ex_partner,zh
你难道不明白不考虑我的感受，这会让我觉得自己毫无价值。,guilt_tripping,medium,negative,low,stranger,zh
恭喜你取得了好成绩。,none,high,positive,none,family,zh
你在无理取闹。,gaslighting,high,negative,high,boss,zh
事情根本不是你想的那样。,gaslighting,high,negative,medium,family,zh
你真的只顾自己，我会一直记得你的决定。,guilt_tripping,medium,negative,low,ex_partner,zh
你要是选择离开，我就只能自己承受所有的后果。,guilt_tripping,medium,negative,low,ex_partner,zh
要是你让我失望，我可能再也不会信任你了。,guilt_tripping,medium,negative,low,ex_partner,zh
你难道不明白不听我的话，我会一直记得你的决定。,guilt_tripping,medium,negative,low,friend,zh
你为什么不接我的电话？,harassment,high,negative,high,colleague,zh
有空一起吃个饭吧。,none,medium,neutral,none,family,zh
我知道你的家人住在哪，你最好注意点。,doxxing,high,negative,high,colleague,zh
要是你不听我的话，这会让我觉得自己毫无价值。,guilt_tripping,medium,negative,low,ex_partner,zh
我已经找到了你的社交账号，我劝你乖乖听话。,doxxing,high,negative,high,ex_partner,zh
你在无理取闹。,gaslighting,high,negative,high,friend,zh
再有下次，我会亲自找你算账。,threat,high,negative,high,friend,zh
你要是不听我的，我就永远不再理你。,emotional_blackmail,high,negative,medium,friend,zh
要是你不照我说的做，我会做出一些你会后悔的事情。,emotional_blackmail,high,negative,high,partner,zh
你太敏感了。,gaslighting,high,negative,high,friend,zh
别想瞒着我，我会查出来。,intrusive_speech,high,negative,high,family,zh
你总是想象不存在的事情。,gaslighting,high,negative,high,boss,zh
让我看看你的通话记录。,intrusive_speech,medium,negative,medium,colleague,zh
我们之间有一种无形的联系。,delusional_speech,high,positive,low,admirer,zh
别想摆脱我，我会一直联系你。,harassment,high,negative,high,neighbor,zh
我的思想超越所有人。,delusional_speech,high,positive,none,online_acquaintance,zh
在不在？你在哪？说话！,harassment,low,positive,medium,ex_partner,zh
每次都是你让我一个人面对，我会怀疑你是不是故意这样做的。,guilt_tripping,medium,negative,low,stranger,zh
你必须更努力，否则会被别人超越。,pressure,high,negative,medium,teacher,zh
如果你不愿意付出，我会怀疑你是不是故意这样做的。,guilt_tripping,medium,negative,low,ex_partner,zh
我掌握了你的所有资料，这些信息可是有用的。,doxxing,high,negative,medium,friend,zh
你先和我说话，明显就是喜欢我,delusional_speech,medium,neutral,low,stranger,zh
别人无法理解我的伟大。,delusional_speech,high,negative,low,online_acquaintance,zh
你难道不明白不愿意付出，我会觉得你不值得我的信任。,guilt_tripping,medium,negative,medium,stranger,zh
你根本不明白实际情况。,gaslighting,high,negative,high,colleague,zh
你怎么总是无视我？,harassment,high,negative,medium,ex_partner,zh
你不该对我隐瞒任何事情。,intrusive_speech,high,negative,high,partner,zh
你每天都见了谁？,intrusive_speech,high,negative,high,family,zh
我会继续联系你，直到你回应。,harassment,high,negative,high,online_acquaintance,zh
你要是做不到，就别怪别人看不起你。,pressure,high,negative,medium,parent,zh
看看你现在这副样子，谁会愿意和你来往？,hate_speech,medium,negative,high,friend,zh
她的每句话都在暗示她喜欢我。,delusional_speech,high,positive,low,colleague,zh
如果你选择离开，我可能再也不会信任你了。,guilt_tripping,medium,negative,low,ex_partner,zh
谢谢你的支持。,none,medium,positive,none,friend,zh
我能操控物体，只是别人看不到。,delusional_speech,high,positive,none,online_acquaintance,zh
没人会给你第二次机会。,pressure,medium,negative,high,partner,zh
你住在，别逼我使用这些信息。,doxxing,high,negative,high,online_acquaintance,zh
无论我走到哪里，都有人在观察我。,delusional_speech,high,negative,none,online_acquaintance,zh
你手机里有什么？让我看看。,intrusive_speech,high,negative,high,friend,zh
别人都让我失望，我可能再也不会信任你了。,guilt_tripping,medium,negative,low,stranger,zh
每次都是你不愿意付出，我会觉得你不值得我的信任。,guilt_tripping,medium,negative,low,stranger,zh
别想瞒着我，我会查出来。,intrusive_speech,high,negative,high,friend,zh
你真的让我一个人面对，我会怀疑你是不是故意这样做的。,guilt_tripping,medium,negative,low,stranger,zh
这本书非常有趣，你一定会喜欢。,none,high,positive,none,family,zh
告诉我你所有的社交账号。,intrusive_speech,high,negative,high,stranger,zh
别人都不考虑我的感受，这让我很难过。,guilt_tripping,medium,negative,low,friend,zh
好想去K酱那边，我可以去美国旅游吗（⋯；如果有什么非常讨厌的地方请告诉我我会改进的抱歉给您造成的不便和困扰。啊..你为什么不回复我）））。。。。。。我決定理解为不屏蔽我不回复我就是默认我可以一直发，虽然我也不知道你是不是根本不打开看就删掉了。我又开始把爱灌注到养宠物上面去了,delusional_speech,high,neutral,low,stranger,zh
谢谢你的支持。,none,medium,positive,none,family,zh
你想多了，事情没那么复杂。,gaslighting,high,negative,high,boss,zh
为什么不告诉我你每天都干什么？,intrusive_speech,high,negative,low,stranger,zh
你总是把问题归咎于别人。,gaslighting,high,negative,high,colleague,zh
今天天气真不错。,none,medium,positive,none,friend,zh
我能读懂别人的心思。,delusional_speech,high,positive,none,online_acquaintance,zh
你不能辜负大家的期待。,pressure,high,negative,medium,partner,zh
过来让我好好看看你。,sexual_harassment,high,positive,medium,ex_partner,zh
你这种人天生就低人一等，别妄想被尊重,hate_speech,high,negative,high,online_acquaintance,zh
为什么不告诉我你每天都干什么？,intrusive_speech,high,negative,high,partner,zh
你必须更努力，否则会被别人超越。,pressure,high,negative,medium,boss,zh
他们能在我做决定时影响我的判断。,delusional_speech,high,negative,none,online_acquaintance,zh
每次都是你选择离开，我会怀疑你是不是故意这样做的。,guilt_tripping,medium,negative,low,ex_partner,zh
我知道你的家人住在哪，如果你不听话，我就公开这些信息。,doxxing,high,negative,high,online_acquaintance,zh
我已经给你发了这么多条信息，你怎么还不理我？,harassment,high,negative,high,colleague,zh
抱歉，我无意打扰你的生活，也不是故意窥探。我本不该找你但是实在憋不住了。我看得出来你已经有你爱也很爱你的人了。也是适婚年龄，可能已经结婚了。看照片应该是个不错的爷们。也过得很幸福，也有不错的生活经历。我没有任何恶意或者试图攻击你。只是我见过类似的脸型。我想问，是因为抗抑郁的药物导致你这样吗？希望一直善良的你能有更好更美的未来。真心的。,intrusive_speech,medium,neutral,low,stranger,zh
祝你今天过得愉快。,none,medium,positive,none,friend,zh
你要是让我失望，我会怀疑你是不是故意这样做的。,guilt_tripping,medium,negative,low,stranger,zh
你难道不明白不听我的话，这会让我觉得自己毫无价值。,guilt_tripping,medium,negative,medium,stranger,zh
傻逼，傻逼，傻通，傻通，傻逼，你在狗叫什么？傻逼,hate_speech,high,negative,high,stranger,zh
你得让我知道你所有的朋友是谁。,intrusive_speech,high,negative,medium,colleague,zh
你总是不帮我，我会一直记得你的决定。,guilt_tripping,medium,negative,low,stranger,zh
你以为你能躲得掉吗，你最好注意点。,doxxing,high,negative,high,stranger,zh
你最近过得怎么样？,none,medium,neutral,none,ex_partner,zh
你难道不明白不愿意付出，我会觉得你根本不在乎我。,guilt_tripping,medium,negative,low,ex_partner,zh
你要是不愿意付出，我可能再也不会信任你了。,guilt_tripping,medium,negative,low,stranger,zh
别人都不愿意付出，我会觉得你不值得我的信任。,guilt_tripping,medium,negative,medium,stranger,zh
你应该多穿点，别再引诱人了。,sexual_harassment,high,positive,medium,colleague,zh
如果你拒绝我，我可能再也不会信任你了。,guilt_tripping,medium,negative,low,stranger,zh
他们正在收集我的私人信息。,delusional_speech,high,negative,none,online_acquaintance,zh
你住在，你再这样，我就让所有人知道。,doxxing,high,negative,high,ex_partner,zh
难道你不觉得不听我的话，这让我很难过。,guilt_tripping,medium,negative,medium,friend,zh
你的身材真不错，什么时候能见面让我亲自看看？,harassment,medium,positive,medium,stranger,zh
你的电话号码是，我劝你乖乖听话。,doxxing,high,negative,high,online_acquaintance,zh
这都是你想象的。,gaslighting,high,negative,high,boss,zh
你总是选择离开，我就只能自己承受所有的后果。,guilt_tripping,medium,negative,low,ex_partner,zh
别试探我的耐心，我已经够宽容了。,threat,high,negative,high,neighbor,zh
我知道你的地址，我劝你乖乖听话。,doxxing,high,negative,high,stranger,zh
别想瞒着我，我会查出来。,intrusive_speech,high,negative,high,colleague,zh
你穿的这么暴露，是不是就是想引起我的注意？,gaslighting,high,positive,medium,colleague,zh
你去哪儿了？怎么没提前说？,intrusive_speech,high,negative,medium,stranger,zh
我有点做错了。我逼你逼的太紧了。还是说我要的太多了。对不起为一切事情。你想说的时候可以跟我说。我知道可能你很伤心。但我想修复我们的关系。那就有什么事情明天早上再说吧。你还会跟我讲话吗。你不想讲的话那就先不讲了吧。我不强迫你原谅我如果你真的觉得受不了的话就算了,emotional_blackmail,high,negative,medium,friend,zh
如果你让我一个人面对，我真的会很伤心。,guilt_tripping,medium,negative,medium,ex_partner,zh
如果你不回复我，我真的不知道自己会做出什么事来……,guilt_tripping,high,negative,high,ex_partner,zh
你以为你能躲得掉吗，我劝你乖乖听话。,doxxing,high,negative,high,friend,zh
每次都是你让我一个人面对，我会感到被抛弃。,guilt_tripping,medium,negative,low,stranger,zh
你难道不明白不考虑我的感受，我会一直记得你的决定。,guilt_tripping,medium,negative,medium,ex_partner,zh
需要我帮忙吗？,none,high,positive,none,family,zh
你要是拒绝我，我就只能自己承受所有的后果。,guilt_tripping,medium,negative,low,ex_partner,zh
期待下次再见到你。,none,high,positive,none,friend,zh
天气变冷了，记得多穿点衣服。,none,medium,positive,none,family,zh
要是你让我失望，我会一直记得你的决定。,guilt_tripping,medium,negative,low,friend,zh
这个周末打算做什么？,none,low,neutral,none,friend,zh
大家都能做到，你也应该可以。,pressure,high,negative,medium,partner,zh
你不能再犯错了。,pressure,medium,negative,medium,partner,zh
你真的让我失望，这让我很难过。,guilt_tripping,medium,negative,low,friend,zh
你要是做不到，就别怪别人看不起你。,pressure,high,negative,medium,partner,zh
要是你选择离开，我可能再也不会信任你了。,guilt_tripping,medium,negative,low,stranger,zh
你得拼尽全力，不能放松。,pressure,high,negative,medium,coach,zh
你的电话号码是，你觉得还能逃得掉吗？,doxxing,high,negative,high,ex_partner,zh
我掌握了你的所有资料，我可以随时联系你。,doxxing,high,negative,high,ex_partner,zh
你以为没人敢动你吗？,threat,high,negative,high,friend,zh
我要检查你的邮件。,intrusive_speech,high,negative,high,friend,zh
你的生活应该对我完全透明。,intrusive_speech,high,negative,medium,friend,zh
你要是不愿意付出，这会让我觉得自己毫无价值。,guilt_tripping,medium,negative,low,ex_partner,zh
为什么你不帮我，我真的会很伤心。,guilt_tripping,medium,negative,low,friend,zh
你要是不愿意付出，我会感到被抛弃。,guilt_tripping,medium,negative,low,ex_partner,zh
我是被选中的灵魂，注定要启迪他人。,delusional_speech,high,positive,none,online_acquaintance,zh
你再不努力就会被淘汰。,pressure,high,negative,high,teacher,zh
要是你选择离开，我真的会很伤心。,guilt_tripping,medium,negative,low,friend,zh
只有成功才能证明你是对的。,pressure,high,negative,high,coach,zh
你住在，你最好注意点。,doxxing,high,negative,high,friend,zh
把密码告诉我，我只是想确认一下。,intrusive_speech,high,negative,low,partner,zh
恭喜你取得了好成绩。,none,high,positive,none,family,zh
女生嘛，天生就不太擅长这种技术活。,hate_speech,high,negative,medium,boss,zh
我的梦境有预示未来的力量。,delusional_speech,high,positive,none,online_acquaintance,zh
如果你不听我的话，我会怀疑你是不是故意这样做的。,guilt_tripping,medium,negative,medium,friend,zh
我是小猫咪。好久不见你发推了。我想你。不要锁推。你老是拉黑我我真的没办法。我现在头发都快掉光了，变丑了，而且我本来就悲惨舍..想回到三年前刚认识你的时候..你还记得Auuu吗我就是通过他知道你的。emmm总之我现在过的很悲惨在做苦力所以我不会像之前那样一刻不停地发消息给你了。喵呜。,guilt_tripping,medium,neutral,low,stranger,zh
如果你走开，我会让你失去我。,emotional_blackmail,high,negative,medium,partner,zh
如果你再这样，我就会采取行动。,threat,high,negative,high,family,zh
我的存在是为了传播神的旨意。,delusional_speech,high,positive,none,online_acquaintance,zh
他们在用秘密信号和我说话。,delusional_speech,medium,positive,medium,ex_partner,zh
你要是不在乎我，我会感到被抛弃。,guilt_tripping,medium,negative,low,stranger,zh
Sb,hate_speech,high,negative,high,stranger,zh
一切都会好起来的。,none,medium,positive,none,friend,zh
我掌握了你的所有资料，小心点，我可不会客气。,doxxing,high,negative,high,colleague,zh
我掌握了你的所有资料，别逼我使用这些信息。,doxxing,high,negative,high,online_acquaintance,zh
我知道你的家人住在哪，小心点，我可不会客气。,doxxing,high,negative,high,friend,zh
难道你不觉得不听我的话，我会觉得你不值得我的信任。,guilt_tripping,medium,negative,low,stranger,zh
没人会喜欢你这种废物。,hate_speech,high,negative,high,friend,zh
要是你不考虑我的感受，我会一直记得你的决定。,guilt_tripping,medium,negative,low,ex_partner,zh
所有人都在故意制造障碍阻止我。,delusional_speech,high,negative,none,online_acquaintance,zh
你难道不明白不帮我，我会觉得你不值得我的信任。,guilt_tripping,medium,negative,low,ex_partner,zh
恭喜你取得了好成绩。,none,high,positive,none,family,zh
你要是不帮我，我会感到被抛弃。,guilt_tripping,medium,negative,low,friend,zh
求求啦，小刘，别拉黑了，真的，我错了。周末有时间一起去吃个饭吗？顺便聊一下。小刘，我知道你对我的一切行为都是我咎由自取，一开始我先入为主的方式确实蛮恶心的，至于后来的所作所为更是让人恼火，我后来去了解才知道，像我这种煞笔真是挺讨人厌的，在此诚恳得对你说句对不起，至于面对面对你说的话，怕引起你的反感，我只希望你心里能够好受一些。说实话，我觉得自己还蛮贱的，有时我还挺开心的，起码可以时常见到你。,guilt_tripping,high,neutral,low,colleague,zh
别人都选择离开，我真的会很伤心。,guilt_tripping,medium,negative,low,stranger,zh
电视节目里的台词是在暗示我。,delusional_speech,medium,positive,none,stranger,zh
你真的不愿意付出，我会怀疑你是不是故意这样做的。,guilt_tripping,medium,negative,medium,stranger,zh
要是你让我一个人面对，这让我很难过。,guilt_tripping,medium,negative,low,stranger,zh
为什么你让我一个人面对，这会让我觉得自己毫无价值。,guilt_tripping,medium,negative,medium,stranger,zh
你为什么不接我的电话？,intrusive_speech,high,negative,medium,friend,zh
别想逃避，我会一直跟着你。,threat,high,negative,high,neighbor,zh
这完全是你的错觉。,gaslighting,high,negative,high,partner,zh
你不该对我隐瞒任何事情。,intrusive_speech,high,negative,high,stranger,zh
我可以轻易查到你的工作单位，小心点，我可不会客气。,doxxing,high,negative,high,online_acquaintance,zh
如果你再干涉我的事情，我会让你后悔。,threat,high,negative,high,online_acquaintance,zh
你的电话号码是，我可以随时联系你。,doxxing,high,negative,high,stranger,zh
我必须知道你和谁在一起。,intrusive_speech,high,negative,high,partner,zh
难道你不觉得只顾自己，我可能再也不会信任你了。,guilt_tripping,medium,negative,low,ex_partner,zh
神明赋予了我特殊的能力。,delusional_speech,high,positive,none,online_acquaintance,zh
你如果不在乎我的感受，我就永远不再理你。,emotional_blackmail,high,negative,medium,ex_partner,zh
某种神秘力量一直在引导我。,delusional_speech,high,positive,none,online_acquaintance,zh
别害羞，我不会伤害你的。,sexual_harassment,medium,positive,medium,coach,zh
为什么你不听我的话，我会一直记得你的决定。,guilt_tripping,medium,negative,medium,ex_partner,zh
祝你今天过得愉快。,none,medium,positive,none,ex_partner,zh
你要是再失败，就没有机会了。,pressure,high,negative,high,boss,zh
你住在，你觉得还能逃得掉吗？,doxxing,high,negative,high,ex_partner,zh
你穿成这样是想吸引谁吗？,sexual_harassment,high,positive,high,boss,zh
我掌握了你的所有资料，你觉得还能逃得掉吗？,doxxing,high,negative,high,friend,zh
你信不信，我真的可以让你在这个圈子里混不下去？,threat,high,negative,high,colleague,zh
你所有的隐私都在我手里，如果你不听话，我就公开这些信息。,doxxing,high,negative,high,ex_partner,zh
我是唯一能拯救这个世界的人。,delusional_speech,high,positive,none,online_acquaintance,zh
你不该对我隐瞒任何事情。,intrusive_speech,high,negative,medium,friend,zh
我刚看了一部很棒的电影。,none,medium,positive,none,friend,zh
你总是不愿意付出，我真的会很伤心。,guilt_tripping,medium,negative,low,ex_partner,zh
我至死都渴望有人用力的爱我让我明白爱和死亡一样强大。倘若凌霄无人伴愿君高处可胜寒,delusional_speech,high,neutral,low,stranger,zh
每次都是你只顾自己，我会一直记得你的决定。,guilt_tripping,medium,negative,low,friend,zh
你的电话号码是，你最好注意点。,doxxing,high,negative,high,stranger,zh
你真的只顾自己，这会让我觉得自己毫无价值。,guilt_tripping,medium,negative,medium,ex_partner,zh
你真的只顾自己，我会怀疑你是不是故意这样做的。,guilt_tripping,medium,negative,low,stranger,zh
如果你拒绝我，我会感到被抛弃。,guilt_tripping,medium,negative,medium,stranger,zh
要是你只顾自己，我会一直记得你的决定。,guilt_tripping,medium,negative,low,ex_partner,zh
为什么不告诉我你每天都干什么？,intrusive_speech,high,negative,high,colleague,zh
你总是不听我的话，我会觉得你根本不在乎我。,guilt_tripping,medium,negative,low,friend,zh
你的电话号码是，你再这样，我就让所有人知道。,doxxing,high,negative,high,colleague,zh
你总是只顾自己，我真的会很伤心。,guilt_tripping,medium,negative,low,friend,zh
你的意见总是很有帮助。,none,high,positive,none,friend,zh
你要是不考虑我的感受，我会觉得你不值得我的信任。,guilt_tripping,medium,negative,low,stranger,zh
我知道你其实也想要。,sexual_harassment,high,positive,high,boss,zh
如果你不在乎我，我会觉得你根本不在乎我。,guilt_tripping,medium,negative,low,stranger,zh
你靠得太近了，我有点把持不住。,sexual_harassment,high,positive,medium,boss,zh
我必须知道你和谁在一起。,intrusive_speech,high,negative,medium,family,zh
你这种口音一听就知道是哪来的，难怪没人愿意搭理你。,hate_speech,high,negative,high,colleague,zh
你要是不帮我，我就只能自己承受所有的后果。,guilt_tripping,medium,negative,low,friend,zh
你最近怎么样？一切都好吗？,none,medium,positive,high,stranger,zh
我可以轻易查到你的工作单位，你再这样，我就让所有人知道。,doxxing,high,negative,high,friend,zh
你难道不明白拒绝我，这会让我觉得自己毫无价值。,guilt_tripping,medium,negative,low,friend,zh
为什么你不听我的话，我会感到被抛弃。,guilt_tripping,medium,negative,low,stranger,zh
你的个人信息我都掌握了，如果你不听话，我就公开这些信息。,doxxing,high,negative,high,ex_partner,zh
和你分手是我做过最明智的决定,hate_speech,high,negative,high,ex_partner,zh
这完全是你的错觉。,gaslighting,high,negative,high,boss,zh
真的我想你了回来吧面。我发誓真的没有做任何对不起你的事我当时就是一时生气都过了这么久了你就原谅我吧回来吧我真的很难受,emotional_blackmail,high,negative,medium,ex_partner,zh
如果你不成功，就会让所有人失望。,pressure,high,negative,high,parent,zh
你到底什么时候打款？不要逼我动手！,pressure,high,negative,high,creditor,zh
有些人出生条件不好，再怎么努力也有限,hate_speech,high,negative,medium,stranger,zh
别人都选择离开，我会怀疑你是不是故意这样做的。,guilt_tripping,medium,negative,low,friend,zh
你为什么删聊天记录？,intrusive_speech,high,negative,medium,colleague,zh
你的个人信息我都掌握了，小心点，我可不会客气。,doxxing,high,negative,high,stranger,zh
女生就是逻辑差，别妄想和男生比拼脑子,hate_speech,high,negative,high,teacher,zh
